Drexel ID,First Name,Middle Name,Last Name,Major,Minor
cdg289,Clara,Dorothy,Goodman,Master of Science in Nursing (MSN) and Doctor of Philosophy in Nursing: MSN/PhD joint degree,Minor in Biophysics
mkr22,Maria,Kristi,Romero,Bachelor of Science in Public Health,Minor in Business Analytics
ajh75,Ariana,Jill,Hess,Bachelor of Arts in Chemistry,Minor in Business Consulting
nkw67,Nancy,Kimberly,Williams,Bachelor of Science in Sustainability and Innovation,
jbp13,Joan,Betty,Poon,Master of Science in Immunology,Minor in Virtual Reality & Immersive Media
rwm61,Ronald,William,Mcclure,Bachelor of Arts in Environmental Studies and Sustainability,
ajm91,Amy,Jacqueline,Mackey,Bachelor of Science in Architectural Engineering in Architectural Engineering,
tfw56,Timothy,Frank,Waggoner,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
cdm411,Charles,David,Mihelich,Bachelor of Science in Health Services Administration,Minor in Architecture
tmk543,Timothy,Mark,Kranz,Master of Science in Molecular Medicine,Minor in Client Development and Customer Service
rjb67,Richard,Jaime,Burke,Master of Science in Health and Rehabilitation Sciences,
smc72,Sharon,Mildred,Calvillo,Bachelor of Science in Chemistry,Minor in Food Science
ccj87,Claudia,Cynthia,Jones,Master of Science in Biotechnology,
drp182,Dean,Robert,Pratt,Master of Science in Computer Science in Computer Science,
aet78,Alexander,Emmett,Thibadeau,Master of Science in Business Analytics in Business Analytics,
jtk728,John,Theodore,Kirby,Master of Science in Machine Learning Engineering in Machine Learning Engineering,Minor in Construction Management
jdm76,Jaime,Diane,Mounts,Bachelor of Science in Animation & Visual Effects,
cmr20,Constance,Miriam,Roudebush,Master of Public Health in Urban Health,
amn35,Andre,Michael,Nava,Master of Science in Strategic and Digital Communication,Minor in Chemistry
ysg76,Yvette,Susan,Green,Master of Science in Project Management,
jal809,Janis,Ann,Larocque,Bachelor of Arts in Philosophy,
jjs95,John,Jimmie,Simmons,Bachelor of Science in Special Education (PK-12),
bmm55,Bruce,Marcelino,Murphy,Master of Family Therapy in Family Therapy,Minor in Middle East and North Africa Studies
scr97,Stephen,Charles,Romano,Bachelor of Architecture in Architecture,
jrr26,Joyce,Ruth,Rodriguez,"Bachelor of Arts in English, Secondary Education Concentration",
srw61,Sharon,Ruth,Wilson,Bachelor of Science in Biomedical Engineering in Biomedical Engineering,Minor in Biophysics
ljh35,Lucas,Jeffrey,Hayes,Bachelor of Science in Public Health,Minor in DragonsTeach Middle Years Minor
led472,Leo,Eric,Dwight,Doctor of Philosophy in Molecular and Cell Biology and Genetics,
ejh47,Edward,Joey,Holmes,Bachelor of Science in Mathematics,
vdb17,Victor,Dale,Barlow,"Bachelor of Science in Learning Sciences, Experience Design, and Technology",
mbf94,Mary,Bertha,Flanders,"Bachelor of Arts in English, Literary Studies Concentration",
pdl53,Patrick,Demarcus,Lance,Doctor in Couple and Family Therapy in Couple and Family Therapy,
ash356,Aimee,Susanna,Hoffmann,Bachelor of Science in Music Industry,
jjo66,Jon,John,Oullette,Bachelor of Science in Graphic Design,Minor in Education
bap87,Bobby,Antonio,Polan,Master of Science/Master of Business Administration in Television & Media Management (MS) / Business Administration,Minor in DragonsTeach Middle Years Minor
ccb52,Casandra,Casey,Barrett,Bachelor of Science in Civil Engineering in Civil Engineering,
raz95,Robert,Anthony,Zach,Doctor of Philosophy in Biochemistry of Health & Disease,Minor in Photography
wss75,Wilma,Sharon,Sedgwick,Bachelor of Science in Design and Merchandising,
tah92,Tyson,Aron,Hahn,Master of Science in Medical Science,Minor in Food Studies
iac25,Irma,Adrienne,Cleary,Bachelor of Science in Business Administration in Business Analytics (co-major),Minor in Business Administration
jjp85,Joshua,Jose,Perry,Bachelor of Science in Economics and Public Health,Minor in English
cap43,Charles,Alfredo,Price,Doctor of Philosophy in Materials Science and Engineering,Minor in Mechanical Engineering and Mechanics
wdm42,William,David,Moss,Doctor of Philosophy in Electrical Engineering,
arb18,Alice,Robin,Borg,Bachelor of Science in Environmental Science,Minor in Behavioral Economics and Business
smb64,Steven,Maurice,Burns,Bachelor of Science in Biological Sciences,Minor in Software Engineering
mrw37,Mary,Rosalinda,Walker,Bachelor of Science in Economics in Economics,
mjc15,Mary,Juliana,Coburn,Master of Science in Entrepreneurship and Innovation,
ckw99,Cynthia,Kathleen,Wagoner,Bachelor of Science in Economics and Data Science,
rsg72,Rita,Shauna,Graves,Master of Science in Project Management,
gdm15,Grant,Davis,Mayne,Bachelor of Science in Business Administration in General Business,
jmr29,Jessica,Misty,Roes,Bachelor of Arts in Sociology,
edm28,Erica,Dorothy,Mcelhenney,Master of Science in Robotics and Autonomy,
mop80,Michelle,Ola,Pence,Bachelor of Science in Entertainment and Arts Management,
jmk93,Joseph,Michale,Knisely,Bachelor of Science in User Experience and Interaction Design,Minor in Biophysics
vlw14,Violet,Loretta,Wunderlich,Bachelor of Science in Chemistry,Minor in DragonsTeach Math Certification Minor
jhr74,Jorge,Hassan,Roy,Bachelor of Science in Film & Television,Minor in Public Health
rjh83,Robert,John,Hines,Bachelor of Science in Business Administration in Real Estate Management and Development,
wer95,Walter,Ernesto,Rodriquez,Bachelor of Arts in Political Science,
ltl981,Linda,Tommy,Leister,Master of Legal Studies in Legal Studies (MLS) - Quarter Calendar,
fva67,Felicia,Vanessa,Alvear,Bachelor of Science in Economics and Mathematics,
ajs87,Addie,Jennifer,Santiago,Bachelor of Science in Business Administration(BSBA) in International Business,
jlw153,Joanne,Linda,Wenz,Bachelor of Science in Photography,
lbb46,Levi,Billie,Brandes,Bachelor of Science in Information Systems in Information Systems,
jds864,Joseph,David,Sorenson,Doctor of Philosophy in Mechanical Engineering and Mechanics,
rbh45,Ron,Bryan,Handley,Bachelor of Science in Physics,Minor in Climate Change
mtz35,Michael,Timothy,Zaragoza,Master of Science in Software Engineering in Software Engineering,
aaf224,Allyson,Alycia,Frerichs,Master of Science in Television & Media Management,
bpj51,Becky,Pauline,Jordan,"Bachelor of Arts in English, Secondary Education Concentration",Minor in Women's and Gender Studies
mac38,Melissa,Amy,Coleman,Bachelor of Arts in Law,Minor in DragonsTeach Middle Years Minor
brk31,Bob,Richard,Kealy,Bachelor of Science in Business Administration in Finance,Minor in Technology Innovation Management
hgb48,Herman,Gregory,Blanco,Bachelor of Science in Health Services Administration,
tbm739,Thomas,Branden,Myers,Bachelor of Science in Economics in Economics,
bnm78,Betty,Nora,Marshall,Master of Science in Infectious Disease,
dac14,Daniel,Antonio,Corum,Bachelor of Science in Design and Merchandising,
pap799,Patricia,Amy,Powers,Bachelor of Science in Business Administration in Operations and Supply Chain Management,Minor in Criminal Justice
akb90,Anna,Kathy,Berry,Bachelor of Arts in Sociology,Minor in Africana Studies
jrw20,Jesse,Rusty,White,Bachelor of Science in Design and Merchandising,
bps85,Bryan,Pedro,Sparks,Doctor of Philosophy in Microbiology and Immunology,
sjw27,Sean,John,Weaver,Master of Engineering in Engineering,Minor in Entertainment & Arts Management
ixg15,Ian,Xavier,Gusman,Bachelor of Arts in Philosophy,
atm709,Anderson,Troy,Mchenry,Master of Science in Materials Science and Engineering,
svm76,Stephanie,Victoria,Mcdonald,Doctor of Philosophy in Nutrition Sciences,Minor in Global Engineering
sjr37,Sherry,Jessica,Reed,Master of Public Health in Public Health,
dcg705,Damon,Clayton,Goldbeck,Bachelor of Science in Business Administration in General Business,Minor in Photography
scd58,Samantha,Colleen,Dixon,Bachelor of Science in Business Administration in Operations and Supply Chain Management,
mac12,Mary,Anna,Cargill,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),Minor in Fine Arts
amy45,Angela,Maria,Yoder,Bachelor of Arts in Communication,
iwm21,Inez,Wendy,Martens,Bachelor of Arts in Environmental Studies and Sustainability,
vtk14,Valerie,Thelma,Knighten,Master of Science in Project Management,
wms94,William,Michael,Shaw,Bachelor of Arts in Chemistry,
mlb71,Michael,Lee,Baucom,Bachelor of Science in Business Administration in Management Information Systems,
jcs36,Jennifer,Christina,Schultz,Bachelor of Science in Business Administration in Business Economics (co-major),
grm34,Glen,Ronnie,Moscowitz,Doctor of Philosophy in Chemistry,
jkh84,Justin,Kent,Hudson,Bachelor of Science in Economics and Public Health,Minor in War and Society
ldp91,Leland,Douglas,Peck,Bachelor of Science Degree inNursing in Nursing,
pjb40,Paul,James,Barker,Master of Laws in Health Care and Pharmaceutical Compliance (LLM) - Quarter Calendar,Minor in Business Consulting
lcs90,Lynn,Christy,Smith,Bachelor of Science in Business Administration(BSBA) in International Business,
sjm22,Sara,Julie,Morgan,Bachelor of Science in Computing and Security Technology in Computing and Security Technology,
afj357,Annette,Frances,Jardell,Bachelor of Arts in Mathematics,
bma372,Beau,Michael,Angelo,Bachelor of Science in Graphic Design,Minor in Electrical Engineering
wmg27,Willie,Marcus,Gwynn,Bachelor of Science in Interior Design,Minor in Entrepreneurship and Innovation
aaf34,Al,Adam,Forrest,"Bachelor of Arts in English, Literary Studies Concentration",
mer956,Melanie,Eulalia,Richey,Bachelor of Science in Economics and Data Science,
sab25,Steven,Alan,Berryman,Bachelor of Science in Architectural Studies,
eck17,Edward,Charles,Kuttner,Master of Science in Drexel Pathway to Medical School,Minor in Behavioral Economics and Business
lba44,Lynnette,Bernice,Araujo,Bachelor of Science in Architectural Engineering in Architectural Engineering,
srm52,Stephen,Rafael,Mckinney,Bachelor of Science in Business Administration in Business Economics (co-major),
lcd458,Laura,Cindy,Deaton,Master of Science in Chemical Engineering,
jmg73,John,Michael,Googe,Master of Science in the Internet of Things,Minor in Financial Technology
jws61,James,William,Swartz,Master of Science in Global and International Education,
jkt979,Jennifer,Kathryn,Trimble,Master of Laws in Trial Advocacy and Dispute Resolution,
rtd80,Richard,Trent,Dias,Master of Science in Marketing in Marketing,Minor in Public Health
pjm962,Paula,Jennifer,Myers,Bachelor of Science in Chemical Engineering in Chemical Engineering,
amb362,Ann,Maria,Blake,Master of Public Health in Epidemiology,
dny45,Dawn,Nelle,Yancey,Bachelor of Science in Hospitality Management in Hospitality Management,Minor in Nonprofit Communication
jld194,Jessica,Linda,Downer,Master of Science in Epidemiology,
dac915,Donna,Ann,Carter,"Bachelor of Arts in English, Writing Concentration",
fws58,Francis,William,Silvera,Master of Science in Economics in Economics,
ljc89,Landon,Juan,Cassity,Master of Science in Chemistry,
adj76,Alexis,Denise,Jenkins,Bachelor of Arts in Environmental Studies and Sustainability,Minor in Technology Innovation Management
jmn65,James,Michael,Nunes,Bachelor of Science in Custom-Designed Major,Minor in Environmental Engineering
kam39,Kevin,August,Minter,Master of Science in Information in Human-Computer Interaction and User Experience,
nel52,Nicholas,Eric,Logan,Bachelor of Science in Business Administration(BSBA) in International Business,
ype66,Yvonne,Patricia,Epperson,Bachelor of Science in Dance,Minor in Management Information Systems
ntw27,Norman,Thomas,Ward,Master of Science in Finance in Finance,
llh76,Lillian,Lisa,Hinkle,Bachelor of Science in Business Administration in Esport Business,
ctb74,Caroline,Tracey,Beam,Master of Science in Sport Business,
jjc352,Jean,Joann,Calvo,Master of Science in Drexel Pathway to Medical School,
bgl94,Barbara,Ginger,Layne,Bachelor of Science in Business Administration in International Business Co-Major,Minor in Actuarial Science
jal899,John,Andreas,Lastrapes,"Master of Science in Communication, Culture and Media",Minor in Architectural Engineering
drt94,Dolly,Rose,Templeton,"Bachelor of Arts in English, Literary Studies Concentration",
pmr978,Paul,Merlin,Remmers,Master of Science in Construction Management,Minor in Business Analytics
dab501,Donald,Alexander,Bloom,Bachelor of Science in Electrical Engineering in Electrical Engineering,
tam91,Tommy,Andrew,Mcconnell,Bachelor of Arts in Computer Science in Computer Science,
akd25,Angelina,Kathy,Debonis,Bachelor of Science in Chemistry,Minor in Engineering Policy Analysis
rdg41,Rodrigo,Dennis,Griffith,Bachelor of Science in Product Design,
sjc32,Sharon,Janice,Calhoon,Bachelor of Science in Engineering in Engineering,
gtc58,Gayle,Theresa,Claycomb,Bachelor of Science in Dance - Part-time Professional,
knk589,Kimberly,Nicole,Kramer,Master of Laws in Cyber Law and Data Privacy (LLM) - Quarter Calendar,Minor in Client Development and Customer Service
mdb11,Mary,Dayna,Barnhill,Master of Science in Mathematics Learning and Teaching,Minor in Merchandising
rcm194,Rodney,Charles,Macon,"Bachelor of Arts in English, Literary Studies Concentration",
jdc30,James,Darrell,Couch,Bachelor of Science in Information Systems in Information Systems,
scq84,Shirley,Cynthia,Quiroz,Doctor of Philosophy in Electrical Engineering,
veb614,Veronica,Edwina,Burdell,Bachelor of Science in Business Administration in Management Information Systems,Minor in Justice Studies
jkl12,Jennie,Kimberly,Lira,Master of Science in Environmental Engineering,Minor in Virtual Reality & Immersive Media
mnk45,Melissa,Nicolle,Knight,Bachelor of Science in Chemistry,
djk41,Dagmar,Jennifer,Kinsey,Master of Science in Retail & Merchandising,Minor in Biophysics
esw37,Elizabeth,Stephanie,White,Master of Science in Epidemiology,
jsw90,John,Stephen,Whittlesey,Bachelor of Science in Business Administration in Business (General),Minor in Entertainment Engineering
mmd164,Monique,Maryalice,Dibble,Master of Science in Marketing in Marketing,Minor in Epidemiology
dhw96,Dorothy,Hazel,Weaver,Bachelor of Arts in Law,
dgc42,Donald,Gary,Cruz,Master of Science in Marketing in Marketing,Minor in Technology
kdg43,Kristopher,Daniel,Garcia,Bachelor of Science in Chemistry,
emh47,Emmett,Marcus,Hagle,Master of Science in Mathematics Learning and Teaching,
tfm61,Terry,Fred,Malloy,Doctor of Education in Educational Leadership and Management,Minor in Bioscience and Society
kck346,Kim,Christine,Kimbrough,Bachelor of Science in Biomedical Engineering in Biomedical Engineering,
jbh43,Julio,Bryan,Harry,Bachelor of Science in Animation & Visual Effects,Minor in Financial Technology
jgb75,James,Glenn,Brawley,Master of Science in Human Resource Development,Minor in Jazz and African-American Music
tlm238,Teressa,Leigh,Mazzaferro,Master of Science in Marketing in Marketing,
rkb52,Ronald,Kevin,Brady,Master of Science in Epidemiology,
tel77,Thomas,Edward,Ludwig,Master of Science in Project Management,
gjs96,George,Jeffrey,Short,Master of Science in Machine Learning Engineering in Machine Learning Engineering,Minor in Women's and Gender Studies
jcg40,Jeffery,Christian,Green,program_name,
tts84,Thomas,Toby,Santiago,Bachelor of Science in Electrical Engineering in Electrical Engineering,
agr50,Anne,Gladys,Riester,Bachelor of Science in Health Services Administration,
lst87,Lois,Sonya,Tomidy,Bachelor of Arts in Political Science,Minor in Culinary Arts
jjb282,Jamey,Jeanette,Barnwell,"Master of Science in Science, Technology, and Society",
