date_of_birth,primary_department,annual_salary,job_title,drexel_id,drexel_id,full_name
12/7/1981,History,84086,Professor,bdc855,bdc855,Beth Chiatti
2/18/1957,Chemical and Biological Engineering,89691,Payroll Administrator,bdd14,bdd14,Benjamin Davis
11/10/1995,,73282,Drexel Central Coordinator,bdf67,bdf67,Bonnie Farrer
8/2/1987,Communication,96774,Professor,bdh867,bdh867,Barry Halvorsen
5/20/1956,Physics,99402,Payroll Administrator,bdl12,bdl12,Bettie Lukow
8/28/1973,"""Biodiversity",83482,Clinician,bdm474,bdm474,Bianca Mcfarland
4/12/1988,Chemistry,88714,Professor,bdw45,bdw45,Bruce Wartman
8/23/1956,Biology,93053,Professor,be943,be943,Bamidele Elegbede
3/17/1994,Mathematics,84110,Professor,beb943,beb943,Ben Barnett
12/9/1993,Global Studies and Modern Languages,62825,Accountant,bee24,bee24,Barbara Emanuele
5/8/1979,Sociology,108833,Professor,bek55,bek55,Bryce Koester
11/4/1955,Chemical and Biological Engineering,82493,Professor,bel127,bel127,Barrie Litzky
6/3/1973,"""Civil",87402,Professor,bel81,bel81,Benton Lindaman
11/14/1986,Chemistry,95608,Professor,bem94,bem94,Brian McCommons
6/13/1980,Global Studies and Modern Languages,89144,Professor,bf343,bf343,Bakhtier Farouk
8/9/1974,Mathematics,112503,Professor,bf415,bf415,Ben Feldman
1/15/1983,Biology,87372,Professor,bfb984,bfb984,Brian Bricklin
9/19/1961,"""Civil",83634,Program Coordinator,bff22,bff22,Bryant Fournier
8/23/1960,Psychological and Brain Sciences,85441,Professor,bg661,bg661,Briana Green
11/6/1988,Mechanical Engineering and Mechanics,96779,Professor,bgh21,bgh21,Beth Huerta
8/22/1956,"""Civil",108324,Finance Coordinator,bgr40,bgr40,Barry Ralph
6/24/1974,Physics,92038,Professor,bgv115,bgv115,Brigitte Valesey
12/24/1956,Mechanical Engineering and Mechanics,84858,Professor,bh542,bh542,Blanca Huertas-Agnew
11/3/1968,Global Studies and Modern Languages,102152,Professor,bh688,bh688,Brittany Harman
3/28/1963,Criminology & Justice Studies,84298,Professor,bh722,bh722,Barbara Hogan-Zarro
8/23/1961,Global Studies and Modern Languages,96506,Professor,bhr97,bhr97,Ben Rosen
2/8/1981,Mechanical Engineering and Mechanics,103547,Professor,bhv93,bhv93,Bhavit Vora
2/15/1979,Electrical and Computer Engineering,108522,Professor,bhw95,bhw95,Brent Woods
8/8/1986,"""Civil",95604,Professor,bj213,bj213,Bang Jeon
2/3/1967,Chemical and Biological Engineering,85347,Professor,bjf82,bjf82,Bill Fennelly
11/5/1969,Chemistry,71373,Psychologist,bjf92,bjf92,Betty Freeze
6/4/1981,Electrical and Computer Engineering,60815,Systems Analyst,bjg72,bjg72,Betty Guevara
8/4/1953,Mechanical Engineering and Mechanics,112153,Professor,bjh27,bjh27,Barbara Hoekje
11/9/1964,English & Philosophy,111943,Professor,bjj46,bjj46,Brandon Jacob
8/19/1959,Mathematics,107483,Professor,bjk52,bjk52,Barbara Kampf
7/18/1957,Global Studies and Modern Languages,90956,Professor,bjn26,bjn26,Brad Nabors
5/13/1983,,47997,Janitor,bjs90,bjs90,Barb Swanner
6/15/1967,History,111862,Professor,bjw459,bjw459,Brandon Wallace
6/23/1966,Chemical and Biological Engineering,93854,Professor,bk638,bk638,Bridget Kane
4/5/1994,History,98608,Professor,bk729,bk729,Bruce Kaminsky
11/28/1976,Electrical and Computer Engineering,104741,Professor,bkl32,bkl32,Brian Lee
1/22/1989,Mechanical Engineering and Mechanics,111542,Professor,bks52,bks52,Barbara Smolen
9/9/1951,Physics,83654,Professor,bks932,bks932,Bryan Sacks
2/7/1985,Chemistry,93556,Senior Advisor,bkt30,bkt30,Bertha Torres
1/24/1973,Psychological and Brain Sciences,83544,Professor,bl774,bl774,Benjamin Lev
1/12/1973,Chemistry,95572,Professor,bl919,bl919,Bruce Laverty
6/21/1980,Chemistry,105689,Research Manager,blb90,blb90,Bridgett Baker
8/25/1990,Politics,94902,Professor,bld473,bld473,Brenda Douglass
5/11/1966,English & Philosophy,91662,Professor,blg22,blg22,Bruce Graham
2/18/1950,History,111632,Professor,blk22,blk22,Boris Kheyfets
12/10/1980,Materials Science and Engineering,103323,Professor,bll23,bll23,Beth Leonberg
11/22/1978,History,112312,Professor,bln30,bln30,Brian Newswanger
5/13/1953,Chemical and Biological Engineering,91339,Professor,blr20,blr20,Bryan Rishforth
6/1/1990,Electrical and Computer Engineering,107418,Professor,bls89,bls89,Brian Stuart
5/7/1963,Communication,106196,Professor,bm138,bm138,Brendan McGrath
7/22/1985,Physics,102446,Professor,bm211,bm211,Brigitte McCray
10/3/1974,English & Philosophy,83719,Professor,bm692,bm692,Brandy-Joe Milliron
5/21/1990,Mathematics,100779,Professor,bmb46,bmb46,Brett Burchette
6/10/1992,Criminology & Justice Studies,85783,Research Professor,bmb74,bmb74,Barbara Bronson
1/10/1954,"""Biodiversity",96301,Professor,bmb811,bmb811,Brian Burke
2/1/1987,Politics,92217,Professor,bmc752,bmc752,Brett Condon
11/9/1959,Engineering Leadership and Society,63933,Human Resources,bmd28,bmd28,Barbara Dejesus
9/26/1964,Psychological and Brain Sciences,94102,Professor,bmd46,bmd46,Brian Dilts
12/8/1984,Mathematics,90028,Professor,bmg26,bmg26,Brandi Granett
6/25/1952,"""Civil",92662,Professor,bmg92,bmg92,Barbara Grein
3/28/1963,English & Philosophy,110046,Professor,bmh726,bmh726,Brea Heidelberg
11/7/1981,Chemistry,87052,Finance Coordinator,bmh95,bmh95,Bernice Hooks
12/10/1969,Chemistry,94890,Program Coordinator,bmk18,bmk18,Bobbie Kuo
6/24/1978,"""Biodiversity",100398,Professor,bmk36,bmk36,Benjamin Kalina
2/1/1990,"""Civil",110415,Research Manager,bmm70,bmm70,Bobby Monroe
12/6/1982,Chemical and Biological Engineering,128395,Program Director,bmo35,bmo35,Barbara Owens
10/28/1978,Electrical and Computer Engineering,88189,Professor,bmp80,bmp80,Brad Petitfils
1/28/1976,Physics,111627,Professor,bmr18,bmr18,Brooke Reavey
10/15/1973,Communication,101604,Professor,bmr96,bmr96,Brandon Robinson
2/7/1991,Criminology & Justice Studies,101015,Professor,bms93,bms93,Bertram Seabrooks
12/13/1956,Sociology,54082,Systems Analyst,bmu48,bmu48,Bruce Usry
2/2/1973,Mathematics,96429,Professor,bn412,bn412,Brisa N
5/11/1978,Biology,94155,Professor,bn789,bn789,Bahram Nabet
7/5/1967,Criminology & Justice Studies,111468,Professor,bo476,bo476,Banu Onaral
1/13/1969,"""Biodiversity",96349,Professor,bob75,bob75,Brian Beardslee
10/25/1965,Psychological and Brain Sciences,92067,Professor,bp375,bp375,Beth Phillips
2/10/1970,Mechanical Engineering and Mechanics,92903,Professor,bp992,bp992,Bhanu Paudel
5/24/1967,Communication,84178,Professor,bpd20,bpd20,Brian Daly
4/2/1972,Psychological and Brain Sciences,110500,Department Head,bpd36,bpd36,Brian Daly
12/24/1972,History,66605,Talent Acquistion Consultant,bpd665,bpd665,Bruce Dufilho
8/11/1970,"""Biodiversity",111304,Professor,bpf71,bpf71,Benjamin Ferrer
4/3/1953,Engineering Leadership and Society,105365,Professor,bpm29,bpm29,Brian Moore
2/15/1994,"""Civil",105470,Payroll Administrator,bpo982,bpo982,Brenda Ortiz
4/28/1979,Chemistry,84606,Professor,br209,br209,Bernard Rayca
11/27/1981,Mathematics,98923,Professor,brb42,brb42,Barnes Bierck
9/5/1956,,42964,Janitor,brc15,brc15,Billy Christy
10/16/1990,History,90187,Professor,bre73,bre73,Brady Eckert
6/26/1970,Electrical and Computer Engineering,56056,Research Coordinator,brm75,brm75,Bob Mccartney
12/18/1987,Materials Science and Engineering,100839,Professor,bro33,bro33,Barbara Osborne
11/11/1977,History,71331,Academic Advisor,brr85,brr85,Bradford Rivas
2/6/1965,Chemistry,100486,Professor,bs517,bs517,Bo Song
3/10/1994,History,88498,Professor,bsb25,bsb25,Bri Broadus
6/19/1952,,36724,Janitor,bsb74,bsb74,Bruce Billings
3/6/1966,Biology,110330,Professor,bsb88,bsb88,Bridget Blakely
8/7/1981,Criminology & Justice Studies,103754,Professor,bsf361,bsf361,Bryan Featherstone
9/4/1982,Communication,107273,Professor,bsm76,bsm76,Brian Mitchell
12/18/1969,English & Philosophy,93262,Professor,bsw65,bsw65,Benjamin Wong
7/20/1971,Mathematics,106447,Professor,bt228,bt228,Baris Taskin
1/1/1954,Engineering Leadership and Society,85412,Professor,bt332,bt332,Bunny Tucker
6/28/1962,Psychological and Brain Sciences,102984,Professor,btf13,btf13,Bob Finegan
8/16/1960,Global Studies and Modern Languages,127841,Research Director,bth25,bth25,Brian Hazen
1/3/1988,Politics,42523,Reference Librarian,bth77,bth77,Betty Herda
7/27/1951,Materials Science and Engineering,103904,Professor,bti24,bti24,Ben Irwin
9/28/1991,Communication,98894,Professor,bto22,bto22,Brian O'Doherty
3/7/1973,Psychological and Brain Sciences,95103,Professor,bu164,bu164,Brigita Urbanc
1/23/1980,"""Civil",86178,Professor,bu397,bu397,Beth Ulcay
7/27/1995,Mathematics,102109,Professor,bv442,bv442,Boris Valerstein
2/27/1970,Criminology & Justice Studies,82015,Program Coordinator,bva347,bva347,Billy Arnold
2/17/1959,"""Biodiversity",107570,Professor,bvd85,bvd85,Boryana Dimitrova
7/28/1988,Chemical and Biological Engineering,88344,Program Coordinator,bvh60,bvh60,Bryan Harrigan
1/17/1969,History,82909,Professor,bw241,bw241,Brent White
9/13/1992,"""Biodiversity",92570,Professor,bwf39,bwf39,Britt Fishel
7/5/1973,"""Civil",97691,Research Manager,bwm91,bwm91,Bruce Mendez
6/24/1973,Mechanical Engineering and Mechanics,98021,Professor,bwp848,bwp848,Bruce Pollock
5/4/1987,Materials Science and Engineering,87433,Clinician,bws99,bws99,Bruce Scerbo
10/17/1972,Mechanical Engineering and Mechanics,92484,Professor,bys99,bys99,Bhupesh Shetty
6/1/1984,Psychological and Brain Sciences,102845,Professor,ca233,ca233,Carrie A
11/12/1967,Global Studies and Modern Languages,87175,Professor,ca234,ca234,Chanelle Andrews
5/16/1974,Psychological and Brain Sciences,98266,Professor,ca322,ca322,Claudia A
2/12/1966,Biology,86733,Professor,cac352,cac352,Charles Capaldi
4/20/1950,Physics,97439,Professor,caf52,caf52,Carl Francis
4/1/1990,"""Biodiversity",100130,Professor,cag13,cag13,Cynthia Golembuski
5/23/1971,History,86842,Professor,cag37,cag37,Carmen Green
9/17/1975,Global Studies and Modern Languages,84841,Professor,cag477,cag477,Carol Gross-Davis
3/21/1956,Chemistry,105912,Professor,cah55,cah55,Camille Harris
5/19/1959,Mathematics,90884,Professor,caj55,caj55,Charles Johnson
4/11/1986,Politics,158516,Research Director,cak34,cak34,Christine Kelling
11/18/1990,Physics,101024,Professor,cal17,cal17,Chris LaBelle
10/2/1950,History,88912,Professor,cal296,cal296,Christopher Laincz
1/24/1966,Global Studies and Modern Languages,83749,Professor,cal83,cal83,Craig LaBan
5/6/1959,Global Studies and Modern Languages,112031,Professor,cam43,cam43,Carol Mele
10/3/1958,"""Civil",98719,Professor,cam49,cam49,Claudia Maxie
7/12/1958,"""Civil",107070,Professor,cam70,cam70,Cheryl Mele
11/26/1991,Physics,55204,Research Coordinator,can34,can34,Colleen Norwood
6/7/1964,"""Civil",84683,Professor,car696,car696,Cheryl Randall
11/24/1970,Psychological and Brain Sciences,62381,Systems Analyst,caw96,caw96,Carolyn Wells
9/14/1957,Physics,107206,Professor,cb901,cb901,Claire Barwise
10/18/1972,Not Applicable,138460,Dean,cbc39,cbc39,Charles Cairns
5/13/1994,Sociology,97206,Professor,cbf501,cbf501,Christopher Farrell
9/25/1976,Engineering Leadership and Society,85750,Professor,cbg17,cbg17,Caryn Glaser
11/24/1956,Global Studies and Modern Languages,109878,Finance Coordinator,cbg97,cbg97,Cynthia Greenwell
6/10/1985,Chemistry,41531,Reference Librarian,cbh595,cbh595,Christine Hyman
7/3/1991,Global Studies and Modern Languages,84812,Professor,cbk51,cbk51,Christina Kingham
10/7/1967,Chemistry,47497,Reference Librarian,cbl21,cbl21,Charlie Lopez
6/24/1959,"""Civil",111249,Professor,cbm52,cbm52,Christopher Myers
4/23/1975,Mathematics,82106,Professor,cbr89,cbr89,Chris Rodell
12/10/1989,Electrical and Computer Engineering,96729,Professor,cbs44,cbs44,Chloe Silverman
10/18/1991,Chemistry,98251,Professor,cbz17,cbz17,Charles Ziccardi
8/28/1984,Mechanical Engineering and Mechanics,85399,Professor,cc195,cc195,Carlo Campbell
9/20/1987,History,83358,Professor,cc535,cc535,Chester Cunanan
1/15/1952,Mechanical Engineering and Mechanics,100585,Professor,cc791,cc791,Chaomei Chen
9/12/1974,Biology,90699,Professor,cc847,cc847,Chase Chen
9/26/1987,Mechanical Engineering and Mechanics,108006,Adjunct Instructor,ccb58,ccb58,Chester Brown
12/28/1952,Communication,108424,Research Manager,ccd17,ccd17,Chad Dunn
1/7/1981,Chemistry,48737,Science Librarian,cce12,cce12,Christine Eggers
2/7/1960,Engineering Leadership and Society,82188,Professor,ccf37,ccf37,Carl Felton
10/15/1962,Global Studies and Modern Languages,93557,Professor,cch18,cch18,Christopher Henderson
6/24/1981,"""Civil",89078,Program Coordinator,cch53,cch53,Clyde Hanson
1/12/1970,Mathematics,111570,Research Professor,ccj19,ccj19,Christy Johnson
2/1/1959,Mechanical Engineering and Mechanics,92477,Finance Coordinator,ccj80,ccj80,Chester Jackson
3/15/1990,,30632,Janitor,ccm35,ccm35,Christopher Maddox
9/4/1995,Engineering Leadership and Society,88497,Professor,ccm67,ccm67,Christopher Morse
11/24/1974,Psychological and Brain Sciences,101279,Research Manager,cco87,cco87,Clarissa Owens
11/14/1981,Chemical and Biological Engineering,109463,Research Manager,ccr62,ccr62,Chastity Risenhoover
11/15/1992,Electrical and Computer Engineering,92007,Professor,ccs35,ccs35,Clifford Sanders
12/11/1990,Sociology,42997,Learning Specialist,ccs48,ccs48,Clint Smith
7/13/1973,Engineering Leadership and Society,107209,Professor,ccs63,ccs63,Catherine Strange
9/16/1977,Mathematics,60243,Accountant,ccs902,ccs902,Charlie Smith
6/23/1976,Chemistry,65453,Accountant,ccs98,ccs98,Concetta Stodden
1/28/1987,Criminology & Justice Studies,82444,Professor,ccw11,ccw11,craig Whitaker
7/1/1985,Criminology & Justice Studies,109205,Professor,ccy63,ccy63,Christopher Yang
7/18/1961,Psychological and Brain Sciences,89184,Professor,cd533,cd533,Christopher Devenny
5/3/1950,Politics,109164,Professor,cd784,cd784,Casey Devine
7/13/1956,Mechanical Engineering and Mechanics,107435,Professor,cdb28,cdb28,Chris Baeza
5/3/1991,Chemical and Biological Engineering,98202,Professor,cdb42,cdb42,Cameron Bale
2/12/1964,Mechanical Engineering and Mechanics,93674,Professor,cdb516,cdb516,Charlotte Brickhouse
8/18/1975,Mechanical Engineering and Mechanics,100600,Professor,cdc41,cdc41,Christie Campbell
6/4/1970,,69513,Drexel Central Coordinator,cdc97,cdc97,Colleen Challenger
11/22/1972,Mechanical Engineering and Mechanics,92491,Professor,cdm52,cdm52,Celeste Mann
1/18/1995,Physics,37049,Reference Librarian,cdp97,cdp97,Claudia Perry
1/15/1968,Sociology,96996,Professor,cdr17,cdr17,Cory Reynolds
5/1/1971,Electrical and Computer Engineering,184343,Program Director,cds21,cds21,Crystal Simpson
9/3/1973,Politics,89356,Professor,ce267,ce267,Clyde Evans
11/1/1992,English & Philosophy,92267,Professor,cea94,cea94,Chelsea Amanatides
6/15/1985,Politics,110269,Professor,ceb32,ceb32,Caitlin Brady
5/7/1987,Physics,105676,Professor,cec49,cec49,Cassandra Carey
4/15/1976,Politics,102014,Professor,ceh45,ceh45,Catherine Hernandez
9/25/1974,Psychological and Brain Sciences,101041,Professor,cej52,cej52,Chelsea Jones
3/1/1980,Criminology & Justice Studies,86645,Professor,cel15,cel15,Craig Laird
11/11/1985,Electrical and Computer Engineering,100879,Professor,cel922,cel922,Christina Love
1/11/1982,Biology,82761,Professor,cem12,cem12,Clare Milner
9/13/1991,Chemistry,95904,Professor,cem278,cem278,Camille Moten
5/26/1970,English & Philosophy,91452,Professor,cem44,cem44,Claire McGrath
1/15/1952,Electrical and Computer Engineering,104543,Professor,cem70,cem70,Christina Marrero
11/11/1992,Mathematics,90492,Professor,cep45,cep45,Chad Peiper
10/27/1976,Chemical and Biological Engineering,47726,Event Services Specialist,cep70,cep70,Carmen Poole
4/5/1969,"""Civil",65844,Research Coordinator,cer24,cer24,Cynthia Reyes
11/3/1993,,73918,Financial Aid Officer,cer25,cer25,Charles Rollinger
6/18/1981,Materials Science and Engineering,93161,Adjunct Instructor,ces58,ces58,Christopher Simmons
2/13/1978,Mathematics,112499,Professor,ces85,ces85,Christopher Shuck
6/15/1974,History,103761,Professor,ces89,ces89,Charles Stream
1/18/1967,"""Civil",88469,Clinician,ces96,ces96,Christina Short
4/6/1985,English & Philosophy,112325,Professor,cfa44,cfa44,Cameron Abrams
5/9/1983,Politics,106172,Professor,cfl986,cfl986,Constance Lyttle
8/18/1990,Politics,102887,Professor,cfm26,cfm26,Cecilia Mondaini
5/6/1951,Electrical and Computer Engineering,36399,Science Librarian,cfm51,cfm51,Charles Mccafferty
4/28/1953,"""Civil",107130,Adjunct Instructor,cft24,cft24,Charlie Toupin
10/4/1980,Mathematics,100609,Professor,cg248,cg248,Cuneyt Gozu
11/10/1970,Sociology,91548,Professor,cg987,cg987,Chaim Goldstein
2/8/1992,Chemical and Biological Engineering,106021,Professor,cgb939,cgb939,Catherine Broh
1/7/1977,Engineering Leadership and Society,107326,Professor,cge41,cge41,Courtney Ercole
3/14/1972,English & Philosophy,88386,Adjunct Instructor,cgm15,cgm15,Carl Mcdaniel
7/21/1955,Physics,44471,Science Librarian,cgs49,cgs49,Craig Slocum
1/19/1980,"""Civil",95837,Professor,cgs70,cgs70,Colleen Scott
7/27/1952,"""Civil",92754,Professor,cgw108,cgw108,Christopher Wright
7/28/1978,Sociology,108715,Professor,ch162,ch162,Christian Hunold
10/20/1993,Chemical and Biological Engineering,95325,Professor,ch245,ch245,Chase Hatcher
5/1/1976,English & Philosophy,104605,Professor,ch385,ch385,Cynthia Hambach
12/4/1953,"""Biodiversity",54707,Designer,cha99,cha99,Carmen Armenta
10/19/1955,History,85843,Professor,che35,che35,Colin Elliott
9/1/1973,Criminology & Justice Studies,82700,Professor,chh64,chh64,Chelsey Hill
3/28/1953,Engineering Leadership and Society,83757,Professor,chv96,chv96,Casper Voyles
7/21/1977,"""Civil",74990,Software Engineer,cih208,cih208,Charlene Hamrick
3/10/1989,Biology,82908,Finance Coordinator,cil165,cil165,Carolyn Lanzilotta
7/14/1979,Engineering Leadership and Society,102879,Professor,cj565,cj565,Christian Jordal
4/20/1958,Biology,102151,Professor,cj761,cj761,Cynthia Jones
1/11/1959,History,101487,Professor,cjc43,cjc43,Chris Carroll
9/2/1965,Physics,127959,Executive Director,cjc68,cjc68,Cathy Carrillo
5/11/1953,,60323,Financial Aid Officer,cjc74,cjc74,Claudia Covington
8/18/1950,Psychological and Brain Sciences,85465,Clinician,cjc83,cjc83,Charles Clements
4/6/1974,"""Biodiversity",111827,Professor,cjd84,cjd84,Carl Durkow
7/5/1955,Engineering Leadership and Society,103966,Research Professor,cjf41,cjf41,Carla Fennern
5/13/1972,"""Civil",74624,Administrative Coordinator,cjg31,cjg31,Christopher Graham
5/20/1991,Physics,98997,Professor,cjg43,cjg43,Char Gray-Sorensen
11/5/1981,Mechanical Engineering and Mechanics,92014,Professor,cjh42,cjh42,Cassandra Hirsch
3/11/1962,Biology,84783,Research Professor,cjh71,cjh71,Carol Hollin
8/14/1979,,71707,Financial Aid Officer,cjh74,cjh74,Christopher Hodge
3/1/1991,History,106252,Professor,cjl194,cjl194,Clarissa Lacson
8/9/1961,"""Civil",93290,Professor,cjl69,cjl69,Craig Loundas
5/10/1986,English & Philosophy,111067,Professor,cjm14,cjm14,Christian Maxey
5/25/1988,Sociology,46756,Technician,cjm47,cjm47,Christi Moss
6/26/1956,Engineering Leadership and Society,101487,Professor,cjr345,cjr345,Christian Resick
