date_of_birth,living_address,is_communter,email,student_program_type,phone,home_address,majors,minors,annual_financial_aid_award,outstanding_balances,drexel_id,drexel_id,drexel_id,drexel_id,full_name
10/3/2003,Is Affiliated Housing,0,acm77@drexel.edu,Undergraduate,575-307-6382,Is Affiliated Housing,Bachelor of Science in Business Administration in Business (General),Minor in Legal Studies,20000.0,0.0,acm77,acm77,acm77,acm77,Andrew Clifford Mcnicholas
7/19/1999,1736 81st Avenue,0,acm86@drexel.edu,Undergraduate,442-554-3939,1736 81st Avenue,Bachelor of Science in Data Science in Data Science,,18600.0,0.0,acm86,acm86,acm86,acm86,Alex Corey Mitchell
3/18/2001,"""3300 Race Street Philadelphia",0,acm90@drexel.edu,Undergraduate,694-219-1795,"""3300 Race Street Philadelphia",Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,Minor in Playwriting,18600.0,27.57,acm90,acm90,acm90,acm90,Antonio Christopher Mayers
4/25/1999,22207 Quinterno Court,0,acn30@drexel.edu,Undergraduate,407-488-9559,22207 Quinterno Court,Bachelor of Science in Business Administration in Business Analytics (co-major),,20000.0,0.0,acn30,acn30,acn30,acn30,Anthony Charles Neil
4/23/2002,"""3320 Powelton Avenue Philadelphia",0,acn55@drexel.edu,Undergraduate,332-916-1098,"""3320 Powelton Avenue Philadelphia",Bachelor of Science in Film & Television,Minor in Italian Studies,16200.0,0.0,acn55,acn55,acn55,acn55,Ariel Cynthia Nielsen
7/14/2004,"""223 N. 34th Street Philadelphia",0,aco641@drexel.edu,Undergraduate,614-999-6761,"""223 N. 34th Street Philadelphia",Education Specialist in School Psychology,Minor in Criminal Justice,20000.0,96.97,aco641,aco641,aco641,aco641,Angela Clara Osmun
5/1/2003,"""3300 Race Street Philadelphia",0,acp255@drexel.edu,Undergraduate,373-155-4280,"""3300 Race Street Philadelphia",Bachelor of Science in Business Administration in Business Analytics (co-major),Minor in Architecture,16200.0,0.0,acp255,acp255,acp255,acp255,Amy Carol Pecanty
7/6/2002,"""3301 Arch Street Philadelphia",0,acp421@drexel.edu,Undergraduate,547-345-5771,"""3301 Arch Street Philadelphia",Bachelor of Science in Architectural Engineering in Architectural Engineering,,18600.0,0.0,acp421,acp421,acp421,acp421,Ashley Connie Pena
1/1/2001,1357 Addison Street,0,acp752@drexel.edu,Undergraduate,357-600-2842,1357 Addison Street,Bachelor of Science in Music Industry,,20000.0,0.0,acp752,acp752,acp752,acp752,Andrew Christopher Perez
1/15/2001,22825 Paseo Place,0,acp97@drexel.edu,Graduate,961-878-7567,22825 Paseo Place,Master of Science in Interior Architecture,,20000.0,0.0,acp97,acp97,acp97,acp97,Ann Candace Patten
10/22/2000,"""3300 Race Street Philadelphia",0,acr171@drexel.edu,Undergraduate,671-310-7723,"""3300 Race Street Philadelphia",Bachelor of Science in Digital Media and Virtual Production,Minor in Software Engineering,20000.0,98.14,acr171,acr171,acr171,acr171,Angelica Crystal Rivera
8/21/2003,"""3300 Race Street Philadelphia",0,acr204@drexel.edu,Undergraduate,768-908-1241,"""3300 Race Street Philadelphia",Bachelor of Science in Chemistry,,20000.0,32.35,acr204,acr204,acr204,acr204,Antonio Carl Reed
4/15/2004,7237 Wild Currant Way,0,acr288@drexel.edu,Graduate,548-580-1956,7237 Wild Currant Way,"Master of Science in Transdisciplinary Science, Computing, and Engineering Design",Minor in Exercise Science,18600.0,0.0,acr288,acr288,acr288,acr288,Arthur Christopher Rhodes
7/25/2003,918 Cheryl Ann Circle,0,acr51@drexel.edu,Undergraduate,843-876-6224,918 Cheryl Ann Circle,Bachelor of Science in Public Health,,20000.0,0.0,acr51,acr51,acr51,acr51,Anthony Charles Rufi
5/19/2003,649 Praderia Circle,0,acr52@drexel.edu,Undergraduate,274-845-6320,649 Praderia Circle,Bachelor of Science in Computer Science in Computer Science,,20000.0,0.0,acr52,acr52,acr52,acr52,Ashley Connie Rutherford
11/1/2002,2 Sotelo Avenue,0,acr663@drexel.edu,Graduate,746-183-3496,2 Sotelo Avenue,"Master of Science in Biomedical Engineering (MS: School of Biomedical Engineering, Science and Health Systems)",,16200.0,74.64,acr663,acr663,acr663,acr663,Anna Candace Rogers
7/6/2002,3835 Oakes Drive,0,acr89@drexel.edu,Undergraduate,541-617-9711,3835 Oakes Drive,Bachelor of Science in Chemical Engineering in Chemical Engineering,,18600.0,41.56,acr89,acr89,acr89,acr89,Alejandro Christopher Ruel
9/12/2004,3827 West Chapman Avenue,0,acs24@drexel.edu,Undergraduate,485-502-1025,3827 West Chapman Avenue,Bachelor of Science in Computer Engineering in Computer Engineering,,16200.0,0.0,acs24,acs24,acs24,acs24,April Cheryl Seidl
4/4/2001,1679 Frederick Michael Way,0,acs32@drexel.edu,Graduate,520-261-1044,1679 Frederick Michael Way,Master of Science in Accounting in Accounting,,18600.0,0.0,acs32,acs32,acs32,acs32,Albert Carlos Spaulding
7/9/2002,7800 River Mist Avenue,0,acs33@drexel.edu,Undergraduate,927-604-6480,7800 River Mist Avenue,Bachelor of Arts in Economics in Economic Analysis,,20000.0,0.0,acs33,acs33,acs33,acs33,Alec Christopher Stilwell
7/6/2000,"""3175 John F Kennedy Boulevard Philadelphia",0,acs77@drexel.edu,Undergraduate,528-283-7782,"""3175 John F Kennedy Boulevard Philadelphia",Bachelor of Arts in Sociology,,16200.0,0.0,acs77,acs77,acs77,acs77,Ann Carol Santoro
4/13/2003,3905 Lyceum Avenue,0,acs96@drexel.edu,Graduate,289-836-1602,3905 Lyceum Avenue,Master of Fine Arts in Creative Writing,,16200.0,0.0,acs96,acs96,acs96,acs96,Anne Christine Stanley
7/18/1999,"""325 N. 15th Street Philadelphia",0,act76@drexel.edu,Undergraduate,727-834-8898,"""325 N. 15th Street Philadelphia",Bachelor of Science in Film & Television,,18600.0,5.88,act76,act76,act76,act76,Arturo Chris Tate
9/12/2000,328 17th Street,0,acv42@drexel.edu,Graduate,518-984-5279,328 17th Street,Master of Science in Nanomaterials,Minor in Sport Coaching Leadership,16200.0,0.0,acv42,acv42,acv42,acv42,Alison Candace Vincent
11/22/1999,3905 Lyceum Avenue,0,adb40@drexel.edu,Graduate,817-968-7880,3905 Lyceum Avenue,Master of Science in Special Education,,20000.0,0.0,adb40,adb40,adb40,adb40,Andrew Dennis Breeding
3/19/1999,72 Salmon Road,0,adb56@drexel.edu,Graduate,911-382-6282,72 Salmon Road,Master of Family Therapy in Family Therapy,,20000.0,0.0,adb56,adb56,adb56,adb56,Arthur David Boney
2/1/2002,6420 Via Baron,0,adb761@drexel.edu,Undergraduate,855-466-2857,6420 Via Baron,Bachelor of Science in Health Data Analytics,,20000.0,51.31,adb761,adb761,adb761,adb761,Armando Darryl Brooks
9/5/1999,20097 Butterfield Drive,0,adb82@drexel.edu,Graduate,488-913-3163,20097 Butterfield Drive,Master of Science in Learning Technologies,Minor in Esports,20000.0,0.0,adb82,adb82,adb82,adb82,Amanda Deborah Bodi
12/11/2001,6057 Griffith Avenue,0,adb92@drexel.edu,Graduate,988-398-2287,6057 Griffith Avenue,Master of Science in Integrated Biomedical Engineering and Business,,16200.0,0.0,adb92,adb92,adb92,adb92,Alvina Deborah Basham
5/4/2002,Is Affiliated Housing,0,adc11@drexel.edu,Undergraduate,256-837-1623,Is Affiliated Housing,Bachelor of Science in Architectural Studies,,18600.0,0.0,adc11,adc11,adc11,adc11,Arden Donald Cesena
11/19/2000,2902 Flint Street,0,adc151@drexel.edu,Undergraduate,818-503-7381,2902 Flint Street,Bachelor of Science in Art History,,20000.0,89.79,adc151,adc151,adc151,adc151,Arlene Donna Collett
11/5/1989,"""3400 Lancaster Avenue Philadelphia",0,adc22@drexel.edu,Undergraduate,554-999-5988,"""3400 Lancaster Avenue Philadelphia",Bachelor of Science in Mechanical Engineering in Mechanical Engineering & Mechanics,,16200.0,3.28,adc22,adc22,adc22,adc22,Andrew Daniel Cessna
1/18/2002,8934 Arrowrock Trail,0,add39@drexel.edu,Graduate,217-828-8077,8934 Arrowrock Trail,"Doctor of Philosophy in Biomedical Engineering (PhD: School of Biomedical Engineering, Science and Health Systems)",,16200.0,0.0,add39,add39,add39,add39,Alfred Domingo Doering
3/4/2000,424 Callan Avenue,0,adg16@drexel.edu,Graduate,224-944-3794,424 Callan Avenue,Master of Science in Intensive Medical Sciences,,16200.0,0.0,adg16,adg16,adg16,adg16,Alfred Duane Garrett
9/4/2002,2014 Clemens Road,0,adg321@drexel.edu,Undergraduate,699-926-1565,2014 Clemens Road,"Bachelor of Arts in Philosophy, Politics and Economics",,18600.0,0.0,adg321,adg321,adg321,adg321,Amanda Donna Garnett
2/25/2004,7096 Park Mesa Way,0,adg62@drexel.edu,Graduate,589-199-2427,7096 Park Mesa Way,Master of Health Administration in Health Administration,Minor in Computing Technology,16200.0,0.0,adg62,adg62,adg62,adg62,Anthony Donald Gilmore
1/18/2002,Is Affiliated Housing,0,adg641@drexel.edu,Undergraduate,236-553-7740,Is Affiliated Housing,Bachelor of Science in Business Administration in Business Economics (co-major),,20000.0,51.39,adg641,adg641,adg641,adg641,Anne Dorothy Gummer
6/1/2004,"""223 N. 34th Street Philadelphia",0,adg964@drexel.edu,Undergraduate,960-221-4990,"""223 N. 34th Street Philadelphia",Bachelor of Science in Interior Design,Minor in Food Science,20000.0,99.69,adg964,adg964,adg964,adg964,Alice Delores Groover
8/28/1999,Is Affiliated Housing,0,adg98@drexel.edu,Undergraduate,697-168-1800,Is Affiliated Housing,Bachelor of Science in Digital Media and Virtual Production,,18600.0,48.64,adg98,adg98,adg98,adg98,Audrey Diana Grennan
12/1/1999,"""101 N 34th Street Philadelphia",0,adh34@drexel.edu,Undergraduate,849-696-4919,"""101 N 34th Street Philadelphia",Bachelor of Science in Economics and Data Science,,18600.0,0.0,adh34,adh34,adh34,adh34,Anthony Dennis Howard
1/6/2004,406 Ashwood Court,0,adh83@drexel.edu,Undergraduate,753-542-6808,406 Ashwood Court,Bachelor of Science in Environmental Science,,16200.0,28.76,adh83,adh83,adh83,adh83,Anibal Dewitt Hurley
2/27/2000,5805 Armada Drive,0,adh86@drexel.edu,Graduate,360-879-4747,5805 Armada Drive,"Master of Science in Science, Technology, and Society",,16200.0,0.0,adh86,adh86,adh86,adh86,Adrian David Hartle
3/5/1999,"""3200 Chestnut Street Philadelphia",0,adi909@drexel.edu,Undergraduate,486-387-1947,"""3200 Chestnut Street Philadelphia",Bachelor of Science in Business Administration in Marketing,,16200.0,92.28,adi909,adi909,adi909,adi909,Adam David Ishak
3/19/2003,"""3200 Race Street Philadelphia",0,adj46@drexel.edu,Undergraduate,209-205-2052,"""3200 Race Street Philadelphia",Bachelor of Science in Fashion Design,,18600.0,0.0,adj46,adj46,adj46,adj46,Anthony Douglas Johnson
7/27/2003,422 Richmond Street,0,adj76@drexel.edu,Undergraduate,896-157-3774,422 Richmond Street,Bachelor of Arts in Environmental Studies and Sustainability,Minor in Technology Innovation Management,16200.0,0.0,adj76,adj76,adj76,adj76,Alexis Denise Jenkins
4/9/2001,3365 Wyndham Drive,0,adk33@drexel.edu,Undergraduate,231-348-1369,3365 Wyndham Drive,Bachelor of Science in Business Administration in Finance,,18600.0,0.0,adk33,adk33,adk33,adk33,Amanda Delores Klingenberger
12/23/2001,"""3400 Lancaster Avenue Philadelphia",0,adl20@drexel.edu,Undergraduate,358-456-2571,"""3400 Lancaster Avenue Philadelphia",Bachelor of Arts in Political Science,Minor in Bioinformatics,16200.0,92.49,adl20,adl20,adl20,adl20,Arthur Daniel Ledbetter
2/12/2002,"""223 N. 34th Street Philadelphia",0,adm352@drexel.edu,Undergraduate,948-812-4890,"""223 N. 34th Street Philadelphia",Bachelor of Science in Computer Science in Computer Science,Minor in Culinary Arts,20000.0,85.47,adm352,adm352,adm352,adm352,Anne Dora Mccroy
11/4/2000,"""223 N. 34th Street Philadelphia",0,adm55@drexel.edu,Undergraduate,704-794-5562,"""223 N. 34th Street Philadelphia",Bachelor of Science in Graphic Design,,16200.0,0.0,adm55,adm55,adm55,adm55,Andrew David Mathias
6/13/2002,19 Heritage,0,adn179@drexel.edu,Undergraduate,728-693-3723,19 Heritage,Bachelor of Arts in Mathematics,,18600.0,0.0,adn179,adn179,adn179,adn179,Allison Dyan Nielsen
1/11/2003,"""325 N. 15th Street Philadelphia",0,adn24@drexel.edu,Undergraduate,436-318-4396,"""325 N. 15th Street Philadelphia",Bachelor of Science in Design and Merchandising,Minor in Education,16200.0,0.0,adn24,adn24,adn24,adn24,Anette Diana Nutt
11/24/2001,424 Callan Avenue,0,ado60@drexel.edu,Undergraduate,472-889-5753,424 Callan Avenue,Bachelor of Science in Dance - Part-time Professional,Minor in Electrical Engineering,18600.0,0.0,ado60,ado60,ado60,ado60,Arthur David Oconnor
10/10/1999,"""3320 Powelton Avenue Philadelphia",0,adp19@drexel.edu,Undergraduate,829-266-4590,"""3320 Powelton Avenue Philadelphia",Bachelor of Science in Civil Engineering in Civil Engineering,,18600.0,0.0,adp19,adp19,adp19,adp19,Ada Delores Porche
1/17/2000,3377 Sandstone Court,0,adp53@drexel.edu,Undergraduate,331-150-1487,3377 Sandstone Court,Bachelor of Science in Economics in Economics,Minor in Architectural Engineering,18600.0,0.0,adp53,adp53,adp53,adp53,Arthur Demetrius Pope
11/20/2004,6420 Via Baron,0,adp68@drexel.edu,Graduate,523-598-1001,6420 Via Baron,Doctor of Philosophy in Mathematics,,16200.0,0.0,adp68,adp68,adp68,adp68,Arthur David Painter
12/17/1999,"""3320 Powelton Avenue Philadelphia",0,adr541@drexel.edu,Undergraduate,352-537-8474,"""3320 Powelton Avenue Philadelphia",Bachelor of Science in Environmental Science,,18600.0,0.0,adr541,adr541,adr541,adr541,Andre Darin Robertson
10/20/2002,Is Affiliated Housing,0,adr71@drexel.edu,Undergraduate,942-843-3851,Is Affiliated Housing,Bachelor of Science in Custom-Designed Major,Minor in Neuroscience,16200.0,0.0,adr71,adr71,adr71,adr71,Adrian David Roselli
12/26/1999,19416 Barclay Road,0,ads15@drexel.edu,Undergraduate,937-181-6353,19416 Barclay Road,Bachelor of Science in Business Administration in Business Administration,Minor in Engineering Product Development,16200.0,38.82,ads15,ads15,ads15,ads15,Andy Danny Simpson
9/28/2004,800 California 116,0,ads407@drexel.edu,Graduate,627-593-8789,800 California 116,Master of Science in Interior Architecture,,16200.0,87.51,ads407,ads407,ads407,ads407,Angel Derrick Stone
2/24/2004,7237 Wild Currant Way,0,ads59@drexel.edu,Undergraduate,727-120-8615,7237 Wild Currant Way,Bachelor of Arts in Environmental Studies and Sustainability,,20000.0,0.0,ads59,ads59,ads59,ads59,Amanda Doris Silva
6/9/2004,31130 Meadowbrook Avenue,0,ads65@drexel.edu,Undergraduate,966-923-4127,31130 Meadowbrook Avenue,Bachelor of Science in Health Sciences,,18600.0,0.0,ads65,ads65,ads65,ads65,Amy Dalia Santos
1/23/2000,"""3320 Powelton Avenue Philadelphia",0,ads958@drexel.edu,Undergraduate,405-785-6691,"""3320 Powelton Avenue Philadelphia",Bachelor of Science in Digital Media and Virtual Production,,18600.0,78.13,ads958,ads958,ads958,ads958,Alma Deborah Sharpe
5/25/2000,38252 Farwell Drive,0,adt53@drexel.edu,Undergraduate,338-944-5981,38252 Farwell Drive,Bachelor of Science in User Experience and Interaction Design,,20000.0,39.18,adt53,adt53,adt53,adt53,Annie Darla Thomas
2/3/2003,612 E Street,0,adt971@drexel.edu,Undergraduate,838-986-3043,612 E Street,Bachelor of Science in Business Administration in General Business,Minor in Theatre,16200.0,94.89,adt971,adt971,adt971,adt971,Aaron Dionne Tillotson
11/24/2003,3377 Sandstone Court,0,adv88@drexel.edu,Graduate,383-683-2351,3377 Sandstone Court,Master of Science in Project Management,Minor in Management Information Systems,18600.0,94.89,adv88,adv88,adv88,adv88,Amy Dana Valeri
6/12/1999,"""223 N. 34th Street Philadelphia",0,adw48@drexel.edu,Undergraduate,701-399-8817,"""223 N. 34th Street Philadelphia",Bachelor of Science in Chemistry,,16200.0,0.0,adw48,adw48,adw48,adw48,Amanda Deanna Wert
3/2/2001,Is Affiliated Housing,0,adw51@drexel.edu,Undergraduate,217-322-5521,Is Affiliated Housing,Bachelor of Science in Civil Engineering in Civil Engineering,,18600.0,0.0,adw51,adw51,adw51,adw51,Allan David Wright
1/28/1999,1890 Orchard View Road,0,adw79@drexel.edu,Graduate,321-966-9456,1890 Orchard View Road,Master of Science in Special Education,Minor in Engineering Management,16200.0,96.5,adw79,adw79,adw79,adw79,Aaron David Willis
1/1/2001,6148 Avon Avenue,0,aeb35@drexel.edu,Undergraduate,381-228-4381,6148 Avon Avenue,Bachelor of Arts in Art History,,16200.0,11.6,aeb35,aeb35,aeb35,aeb35,Anthony Eric Bearden
11/1/2001,6420 Via Baron,0,aeb502@drexel.edu,Graduate,644-688-7317,6420 Via Baron,Master of Science in Biomedicine and Entrepreneurship,,16200.0,94.0,aeb502,aeb502,aeb502,aeb502,Abby Edna Brown
10/7/2000,Is Affiliated Housing,0,aeb744@drexel.edu,Undergraduate,272-777-9460,Is Affiliated Housing,Bachelor of Science in Business Administration in Legal Studies,,18600.0,67.16,aeb744,aeb744,aeb744,aeb744,Anthony Edward Booker
7/26/1999,5472 Sunstar Common,0,aec20@drexel.edu,Undergraduate,488-279-4539,5472 Sunstar Common,Bachelor of Science in Education: Non-Certification,Minor in Bioscience and Society,16200.0,0.0,aec20,aec20,aec20,aec20,Ashley Elizabeth Cooper
5/27/2004,"""223 N. 34th Street Philadelphia",0,aec55@drexel.edu,Undergraduate,781-486-3976,"""223 N. 34th Street Philadelphia",Bachelor of Science in Biomedical Engineering in Biomedical Engineering,Minor in Ecology,20000.0,0.0,aec55,aec55,aec55,aec55,April Elizabeth Couzens
10/24/2000,1004 Bellflower Street,0,aec854@drexel.edu,Undergraduate,957-756-5046,1004 Bellflower Street,Bachelor of Science in Business Administration in General Business,Minor in DragonsTeach Math Certification Minor,20000.0,0.0,aec854,aec854,aec854,aec854,Anna Emma Coburn
1/26/2004,"""3301 Arch Street Philadelphia",0,aed30@drexel.edu,Undergraduate,393-848-6563,"""3301 Arch Street Philadelphia",Bachelor of Science in Digital Media and Virtual Production,,18600.0,48.98,aed30,aed30,aed30,aed30,Arlene Evelyn Davis
8/7/2003,145 Grau Drive,0,aed42@drexel.edu,Undergraduate,969-421-9922,145 Grau Drive,Bachelor of Science in Computing and Security Technology in Computing and Security Technology,,18600.0,0.0,aed42,aed42,aed42,aed42,Anne Ester Doyle
10/27/2000,"""223 N. 34th Street Philadelphia",0,aee21@drexel.edu,Undergraduate,696-880-2343,"""223 N. 34th Street Philadelphia",Bachelor of Science Degree inNursing in Nursing,Minor in Psychiatric Rehabilitation,16200.0,0.0,aee21,aee21,aee21,aee21,Addie Evelyn Emery
7/16/2002,1528 Stafford Avenue,0,aeg116@drexel.edu,Undergraduate,288-293-3491,1528 Stafford Avenue,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,Minor in Health and Social Justice,18600.0,0.0,aeg116,aeg116,aeg116,aeg116,Andre Eloy Gregory
5/14/2004,Is Affiliated Housing,0,aeg22@drexel.edu,Undergraduate,892-250-9220,Is Affiliated Housing,Bachelor of Science in Biological Sciences,,18600.0,67.46,aeg22,aeg22,aeg22,aeg22,Agnes Effie Giguere
7/26/2001,28250 Dickens Avenue,0,aeg436@drexel.edu,Undergraduate,209-408-8351,28250 Dickens Avenue,Bachelor of Science in Animation & Visual Effects,,18600.0,0.0,aeg436,aeg436,aeg436,aeg436,Alice Elizabeth Grant
7/9/2000,3600 Pennsylvania Avenue,0,aeg62@drexel.edu,Graduate,341-209-4201,3600 Pennsylvania Avenue,Doctor of Philosophy in Mathematics,,18600.0,0.0,aeg62,aeg62,aeg62,aeg62,Anne Edythe Garoutte
2/26/2002,4920 Quonset Drive,0,aeg748@drexel.edu,Undergraduate,669-629-3392,4920 Quonset Drive,Bachelor of Science in General Studies,,18600.0,0.0,aeg748,aeg748,aeg748,aeg748,Anthony Emil Garcia
4/21/2001,1679 Frederick Michael Way,0,aeg91@drexel.edu,Graduate,761-902-4643,1679 Frederick Michael Way,Doctor of Philosophy in Microbiology and Immunology,,18600.0,0.0,aeg91,aeg91,aeg91,aeg91,Amanda Emma Gerlach
3/10/1999,"""223 N. 34th Street Philadelphia",0,aeh43@drexel.edu,Undergraduate,368-244-9303,"""223 N. 34th Street Philadelphia",Bachelor of Science in Business Administration in Marketing,,18600.0,82.91,aeh43,aeh43,aeh43,aeh43,April Ellyn Hall
